"date","confirmed","deaths","tests","positives","recovered","hosp","icu","vent","population","administrative_area_level","administrative_area_level_1","administrative_area_level_2","administrative_area_level_3","id"
2020-02-23,0,0,0,0,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-02-23,4,0,0,0,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-02-23,1,0,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-02-24,0,0,0,0,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-02-24,4,0,0,0,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-02-24,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-02-24,8,0,0,0,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-02-24,3,0,0,0,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-02-24,0,0,0,0,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-02-24,4,0,0,0,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-02-24,1,0,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-02-25,0,0,0,0,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-02-25,4,0,0,0,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-02-25,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-02-25,8,0,0,0,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-02-25,3,0,0,0,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-02-25,0,0,0,0,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-02-25,4,0,0,0,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-02-25,1,0,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-02-26,0,0,0,0,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-02-26,4,0,0,0,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-02-26,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-02-26,8,0,0,0,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-02-26,3,0,0,0,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-02-26,0,0,0,0,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-02-26,4,0,0,0,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-02-26,1,0,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-02-27,0,0,0,0,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-02-27,4,0,0,0,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-02-27,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-02-27,8,0,0,0,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-02-27,3,0,0,0,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-02-27,0,0,0,0,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-02-27,7,0,0,0,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-02-27,1,0,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-02-28,0,0,0,0,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-02-28,4,0,0,0,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-02-28,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-02-28,9,0,0,0,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-02-28,3,0,0,0,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-02-28,0,0,0,0,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-02-28,7,0,0,0,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-02-28,2,0,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-02-29,0,0,0,0,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-02-29,4,0,0,0,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-02-29,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-02-29,9,0,0,0,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-02-29,3,0,0,0,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-02-29,0,0,0,0,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-02-29,7,0,0,0,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-02-29,2,0,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-01,0,0,0,0,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-01,5,0,0,0,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-01,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-01,9,0,0,0,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-01,3,0,0,0,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-01,0,0,0,0,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-01,9,0,0,0,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-01,2,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-02,0,0,0,0,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-02,9,0,0,0,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-02,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-02,9,0,0,0,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-02,3,0,0,0,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-02,0,0,0,0,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-02,9,0,0,0,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-02,2,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-03,0,0,0,0,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-03,15,1,0,0,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-03,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-03,10,0,0,0,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-03,3,0,0,0,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-03,1,0,0,0,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-03,9,0,0,0,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-03,2,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-04,0,0,0,0,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-04,22,1,0,0,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-04,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-04,11,0,0,0,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-04,5,0,0,0,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-04,1,0,0,0,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-04,10,0,0,0,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-04,2,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-05,0,0,0,0,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-05,25,1,0,0,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-05,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-05,13,0,0,13,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-05,7,0,0,0,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-05,1,0,0,1,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-05,10,0,0,10,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-05,3,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-06,0,0,0,0,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-06,28,1,0,0,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-06,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-06,14,0,0,14,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-06,7,0,0,7,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-06,1,0,0,1,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-06,10,0,0,10,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-06,3,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-07,0,0,0,0,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-07,36,1,7214,36,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-07,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-07,14,0,0,14,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-07,7,0,0,7,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-07,2,0,0,2,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-07,11,0,0,11,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-07,3,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-08,0,0,0,0,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-08,40,1,8008,40,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-08,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-08,15,0,0,15,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-08,7,0,0,7,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-08,2,0,0,2,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-08,12,0,0,12,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-08,4,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-09,0,0,0,0,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-09,47,2,8371,47,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-09,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-09,15,0,0,15,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-09,7,0,0,7,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-09,2,0,0,2,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-09,15,0,0,15,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-09,6,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-10,0,0,0,0,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-10,61,2,10165,61,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-10,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-10,18,0,0,18,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-10,7,0,0,7,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-10,2,0,0,2,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-10,18,0,0,18,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-10,6,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-11,0,0,0,0,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-11,65,2,10221,65,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-11,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-11,20,0,0,20,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-11,9,0,0,7,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-11,3,0,0,3,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-11,21,0,0,21,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-11,9,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-12,1,0,0,1,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-12,78,2,14856,78,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-12,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-12,27,0,0,27,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-12,12,0,0,9,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-12,3,0,0,3,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-12,27,0,0,27,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-12,9,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-13,1,0,0,1,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-13,92,2,16685,92,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-13,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-13,35,1,0,35,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-13,16,0,0,12,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-13,4,0,0,4,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-13,36,0,0,36,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-13,14,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-14,1,0,0,1,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-14,112,3,20496,112,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-14,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-14,46,1,0,46,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-14,19,0,0,16,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-14,5,0,0,5,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-14,49,0,0,49,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-14,17,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-15,1,0,0,1,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-15,134,3,22567,134,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-15,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-15,61,1,0,61,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-15,20,0,0,19,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-15,6,0,0,6,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-15,57,0,0,57,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-15,18,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-16,2,0,0,2,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-16,171,3,26964,171,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-16,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-16,68,1,0,68,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-16,29,0,0,20,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-16,7,0,0,7,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-16,71,0,11700,71,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-16,28,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-17,2,0,0,2,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-17,210,3,30244,210,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-17,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-17,78,1,0,78,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-17,32,0,0,29,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-17,7,0,0,7,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-17,94,0,14200,94,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-17,31,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-18,3,0,0,3,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-18,267,4,35800,267,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-18,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-18,94,1,0,94,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-18,37,0,0,32,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-18,10,0,0,10,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-18,121,0,15200,121,0,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-18,35,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-19,4,0,0,4,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-19,307,4,39089,307,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-19,0,0,0,0,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-19,144,1,27064,144,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-19,42,0,0,37,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-19,10,0,0,10,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-19,150,0,17180,150,28,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-19,52,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-20,6,0,2218,6,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-20,353,5,40651,353,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-20,2,0,0,2,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-20,184,1,28386,184,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-20,50,0,0,42,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-20,10,0,807,10,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-20,178,0,19337,178,39,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-20,64,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-21,9,0,2218,9,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-21,436,5,46892,436,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-21,4,0,0,4,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-21,221,1,29867,221,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-21,67,0,0,50,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-21,16,0,807,16,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-21,229,0,20500,229,51,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-21,90,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-22,19,0,2414,19,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-22,533,5,52663,533,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-22,4,0,0,4,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-22,259,1,31309,259,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-22,100,0,0,67,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-22,21,0,0,21,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-22,296,0,22900,296,70,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-22,120,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-23,32,0,2608,32,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-23,669,5,56941,669,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-23,4,0,0,4,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-23,319,1,32394,319,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-23,134,0,0,100,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-23,27,0,0,27,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-23,355,0,23700,355,97,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-23,140,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-24,39,0,2819,39,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-24,818,6,61848,818,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-24,5,0,0,5,0,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-24,397,1,32394,397,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-24,170,0,0,134,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-24,35,0,1139,35,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-24,411,0,25000,411,113,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-24,175,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-25,44,0,3008,44,0,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-25,1029,6,68177,1029,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-25,5,0,0,5,1,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-25,443,2,38860,443,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-25,197,0,19269,170,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-25,41,0,1272,41,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-25,466,0,25500,466,128,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-25,205,1,0,0,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-26,53,0,3272,53,1,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-26,1219,6,74006,1219,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-26,12,0,0,12,1,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-26,493,2,38860,493,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-26,235,0,20676,197,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-26,46,0,1272,46,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-26,520,3,26900,520,149,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-26,231,2,11519,231,0,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-27,62,0,3760,62,2,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-27,1405,6,77689,1405,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-27,14,0,0,14,2,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-27,555,2,42965,555,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-27,257,0,23500,235,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-27,58,0,1779,58,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-27,574,3,31000,574,172,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-27,255,2,12091,255,28,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-28,71,0,4059,71,2,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-28,1617,7,86524,1617,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-28,15,0,0,15,2,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-28,625,2,42965,625,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-28,287,0,24737,257,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
2020-03-28,62,0,1779,62,0,0,0,0,535500,2,"Australia","Tasmania",,"86525f8e"
2020-03-28,685,3,35000,685,191,0,0,0,6629870,2,"Australia","Victoria",,"6c5dccdb"
2020-03-28,278,2,12971,278,28,0,0,0,2630557,2,"Australia","Western Australia",,"1f999f12"
2020-03-29,77,0,4307,77,2,0,0,0,428060,2,"Australia","Australian Capital Territory",,"f42f23e3"
2020-03-29,1791,7,93099,1791,0,0,0,0,8117976,2,"Australia","New South Wales",,"5c4dd6e0"
2020-03-29,15,0,1000,15,2,0,0,0,245562,2,"Australia","Northern Territory",,"a079fdb2"
2020-03-29,656,3,44999,656,0,0,0,0,5115451,2,"Australia","Queensland",,"36068882"
2020-03-29,299,0,25682,287,0,0,0,0,1756494,2,"Australia","South Australia",,"165128d0"
