"date","confirmed","deaths","tests","positives","recovered","hosp","icu","vent"
2020-08-16,23288,396,5297558,22266,13893,680,47,34
2020-08-17,23559,421,5336097,22537,14346,674,51,37
2020-08-18,23773,438,5380613,22750,14736,682,52,37
2020-08-19,23993,450,5440495,22966,15054,694,53,34
2020-08-20,24236,463,5508831,23209,17661,644,51,33
2020-08-21,24407,472,5579980,23380,18268,647,47,31
2020-08-22,24602,485,5647677,23575,18567,631,43,27
2020-08-23,24812,502,5706587,23784,19041,604,39,26
2020-08-24,24916,517,5758034,23887,19411,659,38,22
2020-08-25,25053,525,5814709,24024,19622,644,42,23
2020-08-26,25205,549,5886412,24176,19908,603,46,20
2020-08-27,25322,571,5972680,24293,20174,558,35,15
2020-08-28,25448,582,6052236,24417,20441,543,35,21
2020-08-29,25547,600,6119791,24516,20664,510,32,21
2020-08-30,25670,611,6168229,24639,20924,501,31,15
2020-08-31,25746,652,6214453,24715,21158,481,27,17
2020-09-01,25819,657,6255832,24788,21311,450,26,10
2020-09-02,25923,663,6319795,24892,21498,433,23,16
2020-09-03,26049,678,6455876,25018,21720,391,26,18
2020-09-04,26136,737,6526837,25105,21978,357,27,17
2020-09-05,26207,748,6590675,25176,22138,326,27,19
2020-09-06,26279,753,6657235,25247,22275,310,26,20
2020-09-07,26322,762,6693434,25289,22411,294,32,21
2020-09-08,26374,770,6730397,25340,22532,263,29,16
2020-09-09,26465,781,6789333,25431,22671,221,26,15
2020-09-10,26513,788,6849318,25478,22844,195,23,15
2020-09-11,26565,797,6928040,25530,23025,163,18,12
2020-09-12,26606,803,6976042,25571,23137,151,15,10
2020-09-13,26650,809,7015977,25615,23270,137,17,7
2020-09-14,26691,816,7046923,25656,23386,141,18,10
2020-09-15,26737,816,7076539,25702,23460,139,17,10
2020-09-16,26779,824,7124384,25743,23534,126,16,9
2020-09-17,26813,832,7178628,25776,23600,117,16,9
2020-09-18,26861,837,7224163,25824,23663,108,15,9
2020-09-19,26885,843,7263213,25848,23770,106,12,7
2020-09-20,26898,849,7296139,25860,23870,109,10,6
2020-09-21,26912,851,7319575,25874,23965,107,8,4
2020-09-22,26942,854,7351170,25901,24026,100,11,6
2020-09-23,26974,859,7393693,25933,24111,89,11,7
2020-09-24,26983,861,7441214,25939,24137,81,11,7
2020-09-25,27000,869,7479702,25956,24209,71,11,7
2020-09-26,27016,870,7517407,25971,24257,68,12,5
2020-09-27,27040,872,7546110,25988,24317,66,12,5
2020-09-28,27044,875,7563322,25992,24360,62,11,4
2020-09-29,27063,882,7589219,26003,24396,60,8,4
2020-09-30,27078,886,7637403,26018,24427,55,9,3
2020-10-01,27096,888,7679538,26035,24457,50,9,3
2020-10-02,27113,890,7716467,26052,24497,51,6,3
2020-10-03,27121,893,7746620,26059,24522,49,6,3
2020-10-04,27136,894,7772808,26074,24538,46,6,1
2020-10-05,27149,894,7795410,26086,24564,46,6,2
2020-10-06,27174,895,7819359,26111,24588,37,5,2
2020-10-07,27182,897,7852579,26118,24607,32,6,0
2020-10-08,27206,897,7894965,26140,24620,31,3,0
2020-10-09,27229,897,7936079,26161,24641,28,4,0
2020-10-10,27244,897,7976677,26176,24656,31,4,0
2020-10-11,27264,898,8007998,26194,24668,31,2,0
2020-10-12,27286,898,8035445,26214,24683,32,1,0
2020-10-13,27316,899,8062875,26237,24703,32,1,0
2020-10-14,27341,904,8109490,26261,24709,28,1,0
2020-10-15,27362,904,8153003,26277,24722,26,1,0
2020-10-16,27371,904,8196881,26286,24749,20,1,0
2020-10-17,27383,904,8239255,26296,24758,18,1,0
2020-10-18,27391,904,8275923,26301,24768,16,1,0
2020-10-19,27399,905,8303261,26309,24772,17,1,0
2020-10-20,27430,905,8332134,26316,24786,17,1,0
2020-10-21,27444,905,8377893,26329,24808,16,1,0
2020-10-22,27466,905,8423710,26342,24820,16,1,0
2020-10-23,27484,905,8467212,26354,24828,20,0,0
2020-10-24,27499,905,8505097,26365,24838,19,0,0
2020-10-25,27520,905,8535728,26383,24845,17,0,0
2020-10-26,27527,905,8566914,26388,24863,16,0,0
2020-10-27,27541,905,8598444,26400,24868,15,1,0
2020-10-28,27555,907,8650127,26412,24880,13,1,0
2020-10-29,27570,907,8700797,26422,24893,19,1,0
2020-10-30,27582,907,8748328,26433,24898,20,1,0
2020-10-31,27590,907,8789165,26440,24978,17,1,0
2020-11-01,27595,907,8825072,26444,24990,17,1,1
2020-11-02,27602,907,8855287,26450,25010,16,1,1
2020-11-03,27610,907,8887057,26458,25038,15,1,1
2020-11-04,27622,907,8933449,26469,25060,20,1,1
2020-11-05,27634,907,8977028,26476,25071,21,1,1
2020-11-06,27645,907,9023499,26486,25077,20,1,1
2020-11-07,27652,907,9062241,26493,25089,19,1,1
2020-11-08,27658,907,9097700,26499,25097,19,1,1
2020-11-09,27668,907,9126726,26508,25100,20,1,1
2020-11-10,27677,907,9160099,26515,25102,20,1,1
2020-11-11,27685,907,9212505,26521,25103,22,0,0
2020-11-12,27698,907,9268367,26530,25108,22,0,0
2020-11-13,27703,907,9308360,26530,25114,22,0,0
2020-11-14,27711,907,9348582,26538,25119,21,0,0
2020-11-15,27728,907,9379225,26551,25125,22,0,0
2020-11-16,27750,907,9401655,26572,25134,24,0,0
2020-11-17,27760,907,9441236,26582,25140,23,0,0
2020-11-18,27777,907,9497931,26592,25141,22,0,0
2020-11-19,27784,907,9558886,26599,25142,26,0,0
2020-11-20,27792,907,9619278,26605,25143,23,0,0
2020-11-21,27806,907,9671681,26618,25150,25,0,0
2020-11-22,27821,907,9713892,26631,25152,22,0,0
2020-11-23,27835,907,9746607,26639,25156,21,0,0
2020-11-24,27848,907,9780365,26648,25157,26,0,0
2020-11-25,27856,907,9831952,26652,25163,24,0,0
2020-11-26,27864,907,9878024,26653,25170,24,0,0
2020-11-27,27874,907,9922499,26659,25186,22,0,0
2020-11-28,27885,907,9952541,26669,25200,22,0,0
2020-11-29,27892,907,9975575,26675,25204,21,0,0
2020-11-30,27903,908,10000102,26686,25213,22,0,0
2020-12-01,27912,908,10027220,26691,25222,21,0,0
2020-12-02,27923,908,10068326,26700,25231,21,0,0
2020-12-03,27940,908,10104093,26711,25236,26,0,0
2020-12-04,27949,908,10134551,26718,25245,27,0,0
2020-12-05,27956,908,10161517,26722,25252,28,0,0
2020-12-06,27965,908,10184603,26729,25255,29,0,0
2020-12-07,27972,908,10206636,26736,25258,33,0,0
2020-12-08,27987,908,10229194,26748,25263,37,0,0
2020-12-09,27993,908,10265726,26750,25269,32,0,0
2020-12-10,28001,908,10302987,26756,25275,38,0,0
2020-12-11,28012,908,10333793,26765,25278,38,0,0
2020-12-12,28025,908,10359184,26777,25282,40,0,0
2020-12-13,28030,908,10379877,26781,25286,34,0,0
2020-12-14,28039,908,10400506,26787,25295,28,1,0
2020-12-15,28047,908,10421212,26792,25299,31,1,0
2020-12-16,28059,908,10453183,26800,25299,28,1,0
2020-12-17,28072,908,10481781,26810,25305,29,1,0
2020-12-18,28093,908,10504792,26830,25310,24,0,0
2020-12-19,28128,908,10537142,26861,25311,25,0,0
2020-12-20,28172,908,10583516,26904,25318,26,0,0
2020-12-21,28198,908,10651368,26929,25322,23,0,0
2020-12-22,28219,908,10727462,26950,25329,22,0,0
2020-12-23,28237,908,10817135,26968,25332,20,0,0
2020-12-24,28262,908,10917149,26990,25336,21,0,0
2020-12-25,28276,908,11010513,27003,25341,24,0,0
2020-12-26,28296,908,11061382,27018,25340,23,0,0
2020-12-27,28312,908,11096658,27032,25342,25,0,0
2020-12-28,28337,909,11126084,27054,25352,19,0,0
2020-12-29,28350,909,11165396,27065,25358,24,0,0
2020-12-30,28381,909,11205709,27096,25363,19,0,0
2020-12-31,28407,909,11260518,27120,25366,22,0,0
2021-01-01,28427,909,11316864,27137,25367,20.44,0,0
2021-01-02,28470,909,11377476,27170,25375,25.24,0,0
2021-01-03,28483,909,11428612,27183,25382,26.25,0,0
2021-01-04,28505,909,11505879,27203,25382,26.15,0,0
2021-01-05,28523,909,11590554,27215,25392,32.17,0,0
2021-01-06,28536,909,11691828,27225,25392,37.12,0,0
2021-01-07,28546,909,11779717,27233,25399,38.14,0,0
2021-01-08,28571,909,11852265,27257,25405,41.15,0,0
2021-01-09,28582,909,11928022,27266,25406,40.1,0,0
2021-01-10,28595,909,12004349,27278,25411,41.09,0,0
2021-01-11,28614,909,12079307,27295,25423,45.08,0,1
2021-01-12,28634,909,12139484,27314,25429,47.36,0,1
2021-01-13,28650,909,12209259,27328,25443,43.62,1,1
2021-01-14,28658,909,12272429,27332,25450,47.38,1,1
2021-01-15,28669,909,12327635,27340,25457,51.39,1,1
2021-01-16,28689,909,12372291,27358,25470,47,2,0
2021-01-17,28708,909,12405836,27376,25481,38,2,0
2021-01-18,28721,909,12447856,27389,25497,33.94,2,0
2021-01-19,28731,909,12488836,27396,25498,33.02,2,0
2021-01-20,28740,909,12546529,27404,25510,35.98,1,0
2021-01-21,28749,909,12594601,27413,25519,31.93,1,0
2021-01-22,28755,909,12644163,27415,25527,33.64,1,0
2021-01-23,28761,909,12681232,27419,25539,32.16,0,0
2021-01-24,28766,909,12713199,27422,25550,26.12,0,0
2021-01-25,28777,909,12748219,27433,25562,25,0,0
2021-01-26,28780,909,12778021,27435,25564,28,0,0
2021-01-27,28787,909,12814231,27440,25572,21,0,0
2021-01-28,28794,909,12848095,27446,25584,20.72,0,0
2021-01-29,28800,909,12888806,27451,25585,20,0,0
2021-01-30,28806,909,12924189,27454,25592,14,0,0
2021-01-31,28812,909,12951658,27459,25607,13.77,0,0
2021-02-01,28818,909,12981977,27465,25607,10,0,0
2021-02-02,28824,909,13018329,27470,25616,9,0,0
2021-02-03,28829,909,13077549,27475,25617,9,0,0
2021-02-04,28838,909,13128729,27481,25624,10,0,0
2021-02-05,28842,909,13174416,27484,25624,10,0,0
2021-02-06,28848,909,13234321,27488,25627,9,0,0
2021-02-07,28850,909,13275512,27489,25627,11,0,0
2021-02-08,28857,909,13313974,27496,25633,10,0,0
2021-02-09,28860,909,13353286,27499,25640,11,1,0
2021-02-10,28871,909,13417934,27508,25644,12.11,1,0
2021-02-11,28879,909,13478423,27515,25646,12.23,1,0
2021-02-12,28887,909,13536797,27523,25652,12.08,1,0
2021-02-13,28892,909,13586463,27528,25656,11.08,1,0
2021-02-14,28898,909,13638789,27533,25659,11.99,0,0
2021-02-15,28900,909,13702365,27535,25666,13.81,0,0
2021-02-16,28905,909,13757324,27540,25668,12.69,0,0
2021-02-17,28911,909,13842184,27546,25672,12.08,0,0
2021-02-18,28912,909,13915346,27547,25673,10.96,0,0
2021-02-19,28918,909,13972468,27553,25676,9.92,1,0
2021-02-20,28920,909,14018888,27554,25682,10.1,1,0
2021-02-21,28926,909,14053688,27559,25684,9.95,1,0
2021-02-22,28930,909,14090307,27562,25684,10.95,1,0
2021-02-23,28937,909,14133710,28937,25687,11.95,0,0
