"date","confirmed","confirmed_cum","deaths","deaths_cum","tests","tests_cum","positives","positives_cum","recovered","recovered_cum","hosp","hosp_cum","icu","icu_cum","vent","vent_cum"
2020-03-29,344,3984,2,16,12609,177098,289,3216,2,225,0,0,0,0,0,0
2020-03-30,266,4250,2,18,8373,185471,212,3428,66,291,0,0,0,0,0,0
2020-03-31,311,4561,1,19,8862,194333,264,3692,54,345,32,32,6,6,0,0
2020-04-01,303,4864,3,22,9063,203396,239,3931,73,418,344,376,67,73,30,30
2020-04-02,273,5137,2,24,7926,211322,238,4169,154,572,10,386,3,76,-1,29
2020-04-03,225,5362,4,28,8574,219896,178,4347,63,635,-7,379,1,77,1,30
2020-04-04,190,5552,2,30,7737,227633,161,4508,51,686,52,431,12,89,1,31
2020-04-05,141,5693,5,35,7595,235228,114,4622,102,788,-2,429,4,93,0,31
2020-04-06,106,5799,6,41,4300,239528,94,4716,61,849,-2,427,0,93,2,33
2020-04-07,119,5918,7,48,6452,245980,95,4811,1700,2549,-152,275,-3,90,2,35
2020-04-08,105,6023,2,50,6663,252643,78,4889,266,2815,-40,235,-6,84,-1,34
2020-04-09,85,6108,1,51,9120,261763,65,4954,174,2989,0,235,-5,79,0,34
2020-04-10,106,6214,3,54,6872,268635,74,5028,153,3142,-27,208,-7,72,2,36
2020-04-11,88,6302,2,56,7954,276589,68,5096,124,3266,4,212,6,78,0,36
2020-04-12,22,6324,3,59,4501,281090,9,5105,72,3338,2,214,1,79,-3,33
2020-04-13,41,6365,2,61,6460,287550,26,5131,156,3494,-12,202,-2,77,12,45
2020-04-14,49,6414,1,62,3272,290822,28,5159,104,3598,3,205,1,78,-2,43
2020-04-15,34,6448,1,63,3772,294594,25,5184,90,3688,-14,191,-6,72,-2,41
2020-04-16,30,6478,0,63,6447,301041,15,5199,59,3747,-12,179,-6,66,-3,38
2020-04-17,47,6525,2,65,9488,310529,36,5235,72,3819,-8,171,-7,59,0,38
2020-04-18,42,6567,4,69,11688,322217,35,5270,344,4163,-5,166,-4,55,-4,34
2020-04-19,44,6611,2,71,9655,331872,34,5304,67,4230,-5,161,-7,48,-1,33
2020-04-20,13,6624,0,71,8624,340496,7,5311,28,4258,-8,153,1,49,-1,32
2020-04-21,22,6646,1,72,6102,346598,18,5329,437,4695,-1,152,-2,47,1,33
2020-04-22,7,6653,2,74,8989,355587,2,5331,240,4935,-5,147,0,47,-2,31
2020-04-23,8,6661,2,76,11176,366763,8,5339,110,5045,-9,138,-1,46,-2,29
2020-04-24,17,6678,3,79,12630,379393,12,5351,91,5136,-10,128,-4,42,-1,28
2020-04-25,18,6696,2,81,8920,388313,15,5366,237,5373,-5,123,0,42,0,28
2020-04-26,19,6715,2,83,9824,398137,15,5381,168,5541,-14,109,0,42,-3,25
2020-04-27,7,6722,0,83,8521,406658,5,5386,47,5588,-2,107,1,43,2,27
2020-04-28,12,6734,5,88,11403,418061,7,5393,42,5630,-3,104,-1,42,0,27
2020-04-29,13,6747,2,90,10640,428701,11,5404,40,5670,-13,91,-4,38,-1,26
2020-04-30,8,6755,2,92,14600,443301,6,5410,47,5717,-5,86,-4,34,-4,22
2020-05-01,13,6768,1,93,18507,461808,13,5423,30,5747,-6,80,-5,29,-1,21
2020-05-02,15,6783,0,93,16915,478723,13,5436,49,5796,-6,74,-1,28,0,21
2020-05-03,18,6801,2,95,18436,497159,18,5454,21,5817,-4,70,0,28,-1,20
2020-05-04,24,6825,1,96,14851,512010,23,5477,46,5863,-5,65,0,28,0,20
2020-05-05,26,6851,1,97,11683,523693,24,5501,27,5890,-2,63,-1,27,0,20
2020-05-06,24,6875,0,97,19839,543532,24,5525,89,5979,-4,59,0,27,-2,18
2020-05-07,22,6897,0,97,29669,573201,19,5544,59,6038,-3,56,-4,23,-1,17
2020-05-08,18,6915,0,97,30516,603717,17,5561,46,6084,-2,54,-2,21,-1,16
2020-05-09,14,6929,0,97,34153,637870,14,5575,53,6137,-5,49,-2,19,-1,15
2020-05-10,12,6941,0,97,29289,667159,12,5587,29,6166,-8,41,-1,18,0,15
2020-05-11,7,6948,0,97,24898,692057,7,5594,16,6182,6,47,-2,16,-1,14
2020-05-12,20,6968,0,97,21056,713113,19,5613,51,6233,-2,45,0,16,1,15
2020-05-13,11,6979,1,98,26069,739182,11,5624,41,6274,3,48,1,17,-1,14
2020-05-14,15,6994,0,98,29075,768257,14,5638,25,6299,1,49,1,18,-1,13
2020-05-15,31,7025,0,98,35655,803912,30,5668,37,6336,-4,45,0,18,0,13
2020-05-16,17,7042,0,98,27650,831562,15,5683,30,6366,2,47,-2,16,-1,12
2020-05-17,9,7051,0,98,23719,855281,8,5691,4,6370,1,48,0,16,0,12
2020-05-18,9,7060,1,99,17645,872926,9,5700,27,6397,-5,43,-4,12,-5,7
2020-05-19,8,7068,1,100,21020,893946,8,5708,19,6416,2,45,-1,11,0,7
2020-05-20,11,7079,0,100,21164,915110,11,5719,30,6446,-3,42,-2,9,0,7
2020-05-21,2,7081,0,100,21370,936480,2,5721,27,6473,-2,40,0,9,0,7
2020-05-22,14,7095,1,101,29109,965589,14,5735,8,6481,-1,39,-2,7,-1,6
2020-05-23,16,7111,1,102,17067,982656,13,5748,15,6496,-4,35,-2,5,-1,5
2020-05-24,3,7114,0,102,29881,1012537,3,5751,15,6511,-2,33,0,5,0,5
2020-05-25,4,7118,0,102,17018,1029555,0,5751,23,6534,-2,31,0,5,0,5
2020-05-26,15,7133,0,102,41136,1070691,8,5759,21,6555,-1,30,0,5,0,5
2020-05-27,6,7139,0,102,44863,1115554,6,5765,7,6562,0,30,1,6,-2,3
2020-05-28,18,7157,0,102,23401,1138955,11,5776,22,6584,-1,29,-1,5,0,3
2020-05-29,16,7173,0,102,24251,1163206,8,5784,0,6584,-6,23,-1,4,0,3
2020-05-30,12,7185,0,102,24058,1187264,11,5795,34,6618,-1,22,0,4,0,3
2020-05-31,10,7195,0,102,21328,1208592,7,5802,-2,6616,-2,20,0,4,-2,1
2020-06-01,9,7204,0,102,13543,1222135,7,5809,5,6621,0,20,-1,3,0,1
2020-06-02,17,7221,0,102,14266,1236401,17,5826,5,6626,6,26,1,4,1,2
2020-06-03,8,7229,0,102,16033,1252434,7,5833,15,6641,-1,25,1,5,0,2
2020-06-04,11,7240,0,102,25548,1277982,11,5844,25,6666,-2,23,-1,4,0,2
2020-06-05,11,7251,0,102,21051,1299033,7,5851,16,6682,-2,21,-1,3,0,2
2020-06-06,4,7255,0,102,4197,1303230,1,5852,10,6692,0,21,1,4,0,2
2020-06-07,4,7259,0,102,21311,1324541,3,5855,9,6701,-3,18,-1,3,0,2
2020-06-08,6,7265,0,102,11492,1336033,6,5861,7,6708,1,19,0,3,0,2
2020-06-09,2,7267,0,102,11772,1347805,2,5863,14,6722,0,19,-1,2,0,2
2020-06-10,9,7276,0,102,22390,1370195,7,5870,24,6746,1,20,1,3,0,2
2020-06-11,9,7285,0,102,21219,1391414,9,5879,15,6761,-2,18,-1,2,0,2
2020-06-12,4,7289,0,102,28957,1420371,3,5882,22,6783,0,18,0,2,0,2
2020-06-13,13,7302,0,102,28506,1448877,13,5895,29,6812,-2,16,0,2,-2,0
2020-06-14,18,7320,0,102,25844,1474721,18,5913,26,6838,0,16,1,3,0,0
2020-06-15,15,7335,0,102,12908,1487629,15,5928,13,6851,1,17,1,4,0,0
2020-06-16,12,7347,0,102,16157,1503786,12,5940,5,6856,0,17,-1,3,2,2
2020-06-17,23,7370,0,102,26168,1529954,23,5963,14,6870,-1,16,0,3,1,3
2020-06-18,21,7391,0,102,33996,1563950,20,5983,0,6870,-2,14,0,3,-1,2
