Date,State,confirmed,deaths,tests,positives,recovered,hosp,ICU,vent
30-01-20,QLD,0,0,0,0,0,0,0,0
30-01-20,SA,0,0,0,0,0,0,0,0
30-01-20,TAS,0,0,0,0,0,0,0,0
30-01-20,VIC,0,0,0,0,0,0,0,0
30-01-20,WA,0,0,0,0,0,0,0,0
31-01-20,ACT,0,0,0,0,0,0,0,0
31-01-20,NSW,0,0,0,0,0,0,0,0
31-01-20,NT,0,0,0,0,0,0,0,0
31-01-20,QLD,0,0,0,0,0,0,0,0
31-01-20,SA,0,0,0,0,0,0,0,0
31-01-20,TAS,0,0,0,0,0,0,0,0
31-01-20,VIC,0,0,0,0,0,0,0,0
31-01-20,WA,0,0,0,0,0,0,0,0
01-02-20,ACT,0,0,0,0,0,0,0,0
01-02-20,NSW,0,0,0,0,0,0,0,0
01-02-20,NT,0,0,0,0,0,0,0,0
01-02-20,QLD,0,0,0,0,0,0,0,0
01-02-20,SA,0,0,0,0,0,0,0,0
01-02-20,TAS,0,0,0,0,0,0,0,0
01-02-20,VIC,1,0,0,0,0,0,0,0
01-02-20,WA,0,0,0,0,0,0,0,0
02-02-20,ACT,0,0,0,0,0,0,0,0
02-02-20,NSW,0,0,0,0,0,0,0,0
02-02-20,NT,0,0,0,0,0,0,0,0
02-02-20,QLD,0,0,0,0,0,0,0,0
02-02-20,SA,2,0,0,0,0,0,0,0
02-02-20,TAS,0,0,0,0,0,0,0,0
02-02-20,VIC,0,0,0,0,0,0,0,0
02-02-20,WA,0,0,0,0,0,0,0,0
03-02-20,ACT,0,0,0,0,0,0,0,0
03-02-20,NSW,0,0,0,0,0,0,0,0
03-02-20,NT,0,0,0,0,0,0,0,0
03-02-20,QLD,0,0,0,0,0,0,0,0
03-02-20,SA,0,0,0,0,0,0,0,0
03-02-20,TAS,0,0,0,0,0,0,0,0
03-02-20,VIC,0,0,0,0,0,0,0,0
03-02-20,WA,0,0,0,0,0,0,0,0
04-02-20,ACT,0,0,0,0,0,0,0,0
04-02-20,NSW,0,0,0,0,0,0,0,0
04-02-20,NT,0,0,0,0,0,0,0,0
04-02-20,QLD,1,0,0,0,0,0,0,0
04-02-20,SA,0,0,0,0,0,0,0,0
04-02-20,TAS,0,0,0,0,0,0,0,0
04-02-20,VIC,0,0,0,0,0,0,0,0
04-02-20,WA,0,0,0,0,0,0,0,0
05-02-20,ACT,0,0,0,0,0,0,0,0
05-02-20,NSW,0,0,0,0,0,0,0,0
05-02-20,NT,0,0,0,0,0,0,0,0
05-02-20,QLD,1,0,0,0,0,0,0,0
05-02-20,SA,0,0,0,0,0,0,0,0
05-02-20,TAS,0,0,0,0,0,0,0,0
05-02-20,VIC,0,0,0,0,0,0,0,0
05-02-20,WA,0,0,0,0,0,0,0,0
06-02-20,ACT,0,0,0,0,0,0,0,0
06-02-20,NSW,0,0,0,0,0,0,0,0
06-02-20,NT,0,0,0,0,0,0,0,0
06-02-20,QLD,1,0,0,0,0,0,0,0
06-02-20,SA,0,0,0,0,0,0,0,0
06-02-20,TAS,0,0,0,0,0,0,0,0
06-02-20,VIC,0,0,0,0,0,0,0,0
06-02-20,WA,0,0,0,0,0,0,0,0
07-02-20,ACT,0,0,0,0,0,0,0,0
07-02-20,NSW,0,0,0,0,0,0,0,0
07-02-20,NT,0,0,0,0,0,0,0,0
07-02-20,QLD,0,0,0,0,0,0,0,0
07-02-20,SA,0,0,0,0,0,0,0,0
07-02-20,TAS,0,0,0,0,0,0,0,0
07-02-20,VIC,0,0,0,0,0,0,0,0
07-02-20,WA,0,0,0,0,0,0,0,0
08-02-20,ACT,0,0,0,0,0,0,0,0
08-02-20,NSW,0,0,0,0,0,0,0,0
08-02-20,NT,0,0,0,0,0,0,0,0
08-02-20,QLD,0,0,0,0,0,0,0,0
08-02-20,SA,0,0,0,0,0,0,0,0
08-02-20,TAS,0,0,0,0,0,0,0,0
08-02-20,VIC,0,0,0,0,0,0,0,0
08-02-20,WA,0,0,0,0,0,0,0,0
09-02-20,ACT,0,0,0,0,0,0,0,0
09-02-20,NSW,0,0,0,0,0,0,0,0
09-02-20,NT,0,0,0,0,0,0,0,0
09-02-20,QLD,0,0,0,0,0,0,0,0
09-02-20,SA,0,0,0,0,0,0,0,0
09-02-20,TAS,0,0,0,0,0,0,0,0
09-02-20,VIC,0,0,0,0,0,0,0,0
09-02-20,WA,0,0,0,0,0,0,0,0
10-02-20,ACT,0,0,0,0,0,0,0,0
10-02-20,NSW,0,0,0,0,0,0,0,0
10-02-20,NT,0,0,0,0,0,0,0,0
10-02-20,QLD,0,0,0,0,0,0,0,0
10-02-20,SA,0,0,0,0,0,0,0,0
10-02-20,TAS,0,0,0,0,0,0,0,0
10-02-20,VIC,0,0,0,0,0,0,0,0
10-02-20,WA,0,0,0,0,0,0,0,0
11-02-20,ACT,0,0,0,0,0,0,0,0
11-02-20,NSW,0,0,0,0,0,0,0,0
11-02-20,NT,0,0,0,0,0,0,0,0
11-02-20,QLD,0,0,0,0,0,0,0,0
11-02-20,SA,0,0,0,0,0,0,0,0
11-02-20,TAS,0,0,0,0,0,0,0,0
11-02-20,VIC,0,0,0,0,0,0,0,0
11-02-20,WA,0,0,0,0,0,0,0,0
12-02-20,ACT,0,0,0,0,0,0,0,0
12-02-20,NSW,0,0,0,0,0,0,0,0
12-02-20,NT,0,0,0,0,0,0,0,0
12-02-20,QLD,0,0,0,0,0,0,0,0
12-02-20,SA,0,0,0,0,0,0,0,0
12-02-20,TAS,0,0,0,0,0,0,0,0
12-02-20,VIC,0,0,0,0,0,0,0,0
12-02-20,WA,0,0,0,0,0,0,0,0
13-02-20,ACT,0,0,0,0,0,0,0,0
13-02-20,NSW,0,0,0,0,0,0,0,0
13-02-20,NT,0,0,0,0,0,0,0,0
13-02-20,QLD,0,0,0,0,0,0,0,0
13-02-20,SA,0,0,0,0,0,0,0,0
13-02-20,TAS,0,0,0,0,0,0,0,0
13-02-20,VIC,0,0,0,0,0,0,0,0
13-02-20,WA,0,0,0,0,0,0,0,0
14-02-20,ACT,0,0,0,0,0,0,0,0
14-02-20,NSW,0,0,0,0,0,0,0,0
14-02-20,NT,0,0,0,0,0,0,0,0
14-02-20,QLD,0,0,0,0,0,0,0,0
14-02-20,SA,0,0,0,0,0,0,0,0
14-02-20,TAS,0,0,0,0,0,0,0,0
14-02-20,VIC,0,0,0,0,0,0,0,0
14-02-20,WA,0,0,0,0,0,0,0,0
15-02-20,ACT,0,0,0,0,0,0,0,0
15-02-20,NSW,0,0,0,0,0,0,0,0
15-02-20,NT,0,0,0,0,0,0,0,0
15-02-20,QLD,0,0,0,0,0,0,0,0
15-02-20,SA,0,0,0,0,0,0,0,0
15-02-20,TAS,0,0,0,0,0,0,0,0
15-02-20,VIC,0,0,0,0,0,0,0,0
15-02-20,WA,0,0,0,0,0,0,0,0
16-02-20,ACT,0,0,0,0,0,0,0,0
16-02-20,NSW,0,0,0,0,0,0,0,0
16-02-20,NT,0,0,0,0,0,0,0,0
16-02-20,QLD,0,0,0,0,0,0,0,0
16-02-20,SA,0,0,0,0,0,0,0,0
16-02-20,TAS,0,0,0,0,0,0,0,0
16-02-20,VIC,0,0,0,0,0,0,0,0
16-02-20,WA,0,0,0,0,0,0,0,0
17-02-20,ACT,0,0,0,0,0,0,0,0
17-02-20,NSW,0,0,0,0,0,0,0,0
17-02-20,NT,0,0,0,0,0,0,0,0
17-02-20,QLD,0,0,0,0,0,0,0,0
17-02-20,SA,0,0,0,0,0,0,0,0
17-02-20,TAS,0,0,0,0,0,0,0,0
17-02-20,VIC,0,0,0,0,0,0,0,0
17-02-20,WA,0,0,0,0,0,0,0,0
18-02-20,ACT,0,0,0,0,0,0,0,0
18-02-20,NSW,0,0,0,0,0,0,0,0
18-02-20,NT,0,0,0,0,0,0,0,0
18-02-20,QLD,0,0,0,0,0,0,0,0
18-02-20,SA,0,0,0,0,0,0,0,0
18-02-20,TAS,0,0,0,0,0,0,0,0
18-02-20,VIC,0,0,0,0,0,0,0,0
18-02-20,WA,0,0,0,0,0,0,0,0
19-02-20,ACT,0,0,0,0,0,0,0,0
19-02-20,NSW,0,0,0,0,0,0,0,0
19-02-20,NT,0,0,0,0,0,0,0,0
19-02-20,QLD,0,0,0,0,0,0,0,0
19-02-20,SA,0,0,0,0,0,0,0,0
19-02-20,TAS,0,0,0,0,0,0,0,0
19-02-20,VIC,0,0,0,0,0,0,0,0
19-02-20,WA,0,0,0,0,0,0,0,0
20-02-20,ACT,0,0,0,0,0,0,0,0
20-02-20,NSW,0,0,0,0,0,0,0,0
20-02-20,NT,0,0,0,0,0,0,0,0
20-02-20,QLD,0,0,0,0,0,0,0,0
20-02-20,SA,0,0,0,0,0,0,0,0
20-02-20,TAS,0,0,0,0,0,0,0,0
20-02-20,VIC,0,0,0,0,0,0,0,0
20-02-20,WA,0,0,0,0,0,0,0,0
21-02-20,ACT,0,0,0,0,0,0,0,0
21-02-20,NSW,0,0,0,0,0,0,0,0
21-02-20,NT,0,0,0,0,0,0,0,0
21-02-20,QLD,2,0,0,0,0,0,0,0
21-02-20,SA,1,0,0,0,0,0,0,0
21-02-20,TAS,0,0,0,0,0,0,0,0
21-02-20,VIC,0,0,0,0,0,0,0,0
21-02-20,WA,1,0,0,0,0,0,0,0
22-02-20,ACT,0,0,0,0,0,0,0,0
22-02-20,NSW,0,0,0,0,0,0,0,0
22-02-20,NT,0,0,0,0,0,0,0,0
22-02-20,QLD,1,0,0,0,0,0,0,0
22-02-20,SA,0,0,0,0,0,0,0,0
22-02-20,TAS,0,0,0,0,0,0,0,0
22-02-20,VIC,0,0,0,0,0,0,0,0
22-02-20,WA,0,0,0,0,0,0,0,0
23-02-20,ACT,0,0,0,0,0,0,0,0
23-02-20,NSW,0,0,0,0,0,0,0,0
23-02-20,NT,0,0,0,0,0,0,0,0
23-02-20,QLD,0,0,0,0,0,0,0,0
23-02-20,SA,0,0,0,0,0,0,0,0
23-02-20,TAS,0,0,0,0,0,0,0,0
23-02-20,VIC,0,0,0,0,0,0,0,0
23-02-20,WA,0,0,0,0,0,0,0,0
24-02-20,ACT,0,0,0,0,0,0,0,0
24-02-20,NSW,0,0,0,0,0,0,0,0
24-02-20,NT,0,0,0,0,0,0,0,0
24-02-20,QLD,0,0,0,0,0,0,0,0
24-02-20,SA,0,0,0,0,0,0,0,0
24-02-20,TAS,0,0,0,0,0,0,0,0
24-02-20,VIC,0,0,0,0,0,0,0,0
24-02-20,WA,0,0,0,0,0,0,0,0
25-02-20,ACT,0,0,0,0,0,0,0,0
25-02-20,NSW,0,0,0,0,0,0,0,0
25-02-20,NT,0,0,0,0,0,0,0,0
25-02-20,QLD,0,0,0,0,0,0,0,0
25-02-20,SA,0,0,0,0,0,0,0,0
25-02-20,TAS,0,0,0,0,0,0,0,0
25-02-20,VIC,0,0,0,0,0,0,0,0
25-02-20,WA,0,0,0,0,0,0,0,0
26-02-20,ACT,0,0,0,0,0,0,0,0
26-02-20,NSW,0,0,0,0,0,0,0,0
26-02-20,NT,0,0,0,0,0,0,0,0
26-02-20,QLD,0,0,0,0,0,0,0,0
26-02-20,SA,0,0,0,0,0,0,0,0
26-02-20,TAS,0,0,0,0,0,0,0,0
26-02-20,VIC,0,0,0,0,0,0,0,0
26-02-20,WA,0,0,0,0,0,0,0,0
27-02-20,ACT,0,0,0,0,0,0,0,0
27-02-20,NSW,0,0,0,0,0,0,0,0
27-02-20,NT,0,0,0,0,0,0,0,0
27-02-20,QLD,0,0,0,0,0,0,0,0
27-02-20,SA,0,0,0,0,0,0,0,0
27-02-20,TAS,0,0,0,0,0,0,0,0
27-02-20,VIC,3,0,0,0,0,0,0,0
27-02-20,WA,0,0,0,0,0,0,0,0
28-02-20,ACT,0,0,0,0,0,0,0,0
28-02-20,NSW,0,0,0,0,0,0,0,0
28-02-20,NT,0,0,0,0,0,0,0,0
28-02-20,QLD,1,0,0,0,0,0,0,0
28-02-20,SA,0,0,0,0,0,0,0,0
28-02-20,TAS,0,0,0,0,0,0,0,0
28-02-20,VIC,0,0,0,0,0,0,0,0
28-02-20,WA,1,0,0,0,0,0,0,0
29-02-20,ACT,0,0,0,0,0,0,0,0
29-02-20,NSW,0,0,0,0,0,0,0,0
29-02-20,NT,0,0,0,0,0,0,0,0
29-02-20,QLD,0,0,0,0,0,0,0,0
29-02-20,SA,0,0,0,0,0,0,0,0
29-02-20,TAS,0,0,0,0,0,0,0,0
29-02-20,VIC,0,0,0,0,0,0,0,0
29-02-20,WA,0,0,0,0,0,0,0,0
01-03-20,ACT,0,0,0,0,0,0,0,0
01-03-20,NSW,1,0,0,0,0,0,0,0
01-03-20,NT,0,0,0,0,0,0,0,0
01-03-20,QLD,0,0,0,0,0,0,0,0
01-03-20,SA,0,0,0,0,0,0,0,0
01-03-20,TAS,0,0,0,0,0,0,0,0
01-03-20,VIC,2,0,0,0,0,0,0,0
01-03-20,WA,0,1,0,0,0,0,0,0
02-03-20,ACT,0,0,0,0,0,0,0,0
02-03-20,NSW,4,0,0,0,0,0,0,0
02-03-20,NT,0,0,0,0,0,0,0,0
02-03-20,QLD,0,0,0,0,0,0,0,0
02-03-20,SA,0,0,0,0,0,0,0,0
02-03-20,TAS,0,0,0,0,0,0,0,0
02-03-20,VIC,0,0,0,0,0,0,0,0
02-03-20,WA,0,0,0,0,0,0,0,0
03-03-20,ACT,0,0,0,0,0,0,0,0
03-03-20,NSW,6,1,0,0,0,0,0,0
03-03-20,NT,0,0,0,0,0,0,0,0
03-03-20,QLD,1,0,0,0,0,0,0,0
03-03-20,SA,0,0,0,0,0,0,0,0
03-03-20,TAS,1,0,0,0,0,0,0,0
03-03-20,VIC,0,0,0,0,0,0,0,0
03-03-20,WA,0,0,0,0,0,0,0,0
04-03-20,ACT,0,0,0,0,0,0,0,0
04-03-20,NSW,7,0,0,0,0,0,0,0
04-03-20,NT,0,0,0,0,0,0,0,0
04-03-20,QLD,1,0,0,0,0,0,0,0
04-03-20,SA,2,0,0,0,0,0,0,0
04-03-20,TAS,0,0,0,0,0,0,0,0
04-03-20,VIC,1,0,0,0,0,0,0,0
04-03-20,WA,0,0,0,0,0,0,0,0
05-03-20,ACT,0,0,0,0,0,0,0,0
05-03-20,NSW,3,0,0,0,0,0,0,0
05-03-20,NT,0,0,0,0,0,0,0,0
05-03-20,QLD,2,0,0,13,0,0,0,0
05-03-20,SA,2,0,0,0,0,0,0,0
05-03-20,TAS,0,0,0,1,0,0,0,0
05-03-20,VIC,0,0,0,10,0,0,0,0
05-03-20,WA,1,0,0,0,0,0,0,0
06-03-20,ACT,0,0,0,0,0,0,0,0
06-03-20,NSW,3,0,0,0,0,0,0,0
06-03-20,NT,0,0,0,0,0,0,0,0
06-03-20,QLD,1,0,0,1,0,0,0,0
06-03-20,SA,0,0,0,7,0,0,0,0
06-03-20,TAS,0,0,0,0,0,0,0,0
06-03-20,VIC,0,0,0,0,0,0,0,0
06-03-20,WA,0,0,0,0,0,0,0,0
07-03-20,ACT,0,0,0,0,0,0,0,0
07-03-20,NSW,8,0,7214,36,0,0,0,0
07-03-20,NT,0,0,0,0,0,0,0,0
07-03-20,QLD,0,0,0,0,0,0,0,0
07-03-20,SA,0,0,0,0,0,0,0,0
07-03-20,TAS,1,0,0,1,0,0,0,0
07-03-20,VIC,1,0,0,1,0,0,0,0
07-03-20,WA,0,0,0,0,0,0,0,0
08-03-20,ACT,0,0,0,0,0,0,0,0
08-03-20,NSW,4,0,794,4,0,0,0,0
08-03-20,NT,0,0,0,0,0,0,0,0
08-03-20,QLD,1,0,0,1,0,0,0,0
08-03-20,SA,0,0,0,0,0,0,0,0
08-03-20,TAS,0,0,0,0,0,0,0,0
08-03-20,VIC,1,0,0,1,0,0,0,0
08-03-20,WA,1,0,0,0,0,0,0,0
09-03-20,ACT,0,0,0,0,0,0,0,0
09-03-20,NSW,7,1,363,7,0,0,0,0
09-03-20,NT,0,0,0,0,0,0,0,0
09-03-20,QLD,0,0,0,0,0,0,0,0
09-03-20,SA,0,0,0,0,0,0,0,0
09-03-20,TAS,0,0,0,0,0,0,0,0
09-03-20,VIC,3,0,0,3,0,0,0,0
09-03-20,WA,2,0,0,0,0,0,0,0
10-03-20,ACT,0,0,0,0,0,0,0,0
10-03-20,NSW,14,0,1794,14,0,0,0,0
10-03-20,NT,0,0,0,0,0,0,0,0
10-03-20,QLD,3,0,0,3,0,0,0,0
10-03-20,SA,0,0,0,0,0,0,0,0
10-03-20,TAS,0,0,0,0,0,0,0,0
10-03-20,VIC,3,0,0,3,0,0,0,0
10-03-20,WA,0,0,0,0,0,0,0,0
11-03-20,ACT,0,0,0,0,0,0,0,0
11-03-20,NSW,4,0,56,4,0,0,0,0
11-03-20,NT,0,0,0,0,0,0,0,0
11-03-20,QLD,2,0,0,2,0,0,0,0
11-03-20,SA,2,0,0,0,0,0,0,0
11-03-20,TAS,1,0,0,1,0,0,0,0
11-03-20,VIC,3,0,0,3,0,0,0,0
11-03-20,WA,3,0,0,0,0,0,0,0
12-03-20,ACT,1,0,0,1,0,0,0,0
12-03-20,NSW,13,0,4635,13,0,0,0,0
12-03-20,NT,0,0,0,0,0,0,0,0
12-03-20,QLD,7,0,0,7,0,0,0,0
12-03-20,SA,3,0,0,2,0,0,0,0
12-03-20,TAS,0,0,0,0,0,0,0,0
12-03-20,VIC,6,0,0,6,0,0,0,0
12-03-20,WA,0,0,0,0,0,0,0,0
13-03-20,ACT,0,0,0,0,0,0,0,0
13-03-20,NSW,14,0,1829,14,0,0,0,0
13-03-20,NT,0,0,0,0,0,0,0,0
13-03-20,QLD,8,1,0,8,0,0,0,0
13-03-20,SA,4,0,0,3,0,0,0,0
13-03-20,TAS,1,0,0,1,0,0,0,0
13-03-20,VIC,9,0,0,9,0,0,0,0
13-03-20,WA,5,0,0,0,0,0,0,0
14-03-20,ACT,0,0,0,0,0,0,0,0
14-03-20,NSW,20,1,3811,20,0,0,0,0
14-03-20,NT,0,0,0,0,0,0,0,0
14-03-20,QLD,11,0,0,11,0,0,0,0
14-03-20,SA,3,0,0,4,0,0,0,0
14-03-20,TAS,1,0,0,1,0,0,0,0
14-03-20,VIC,13,0,0,13,0,0,0,0
14-03-20,WA,3,0,0,0,0,0,0,0
15-03-20,ACT,0,0,0,0,0,0,0,0
15-03-20,NSW,22,0,2071,22,0,0,0,0
15-03-20,NT,0,0,0,0,0,0,0,0
15-03-20,QLD,15,0,0,15,0,0,0,0
15-03-20,SA,1,0,0,3,0,0,0,0
15-03-20,TAS,1,0,0,1,0,0,0,0
15-03-20,VIC,8,0,0,8,0,0,0,0
15-03-20,WA,1,0,0,0,0,0,0,0
16-03-20,ACT,1,0,0,1,0,0,0,0
16-03-20,NSW,37,0,4397,37,0,0,0,0
16-03-20,NT,0,0,0,0,0,0,0,0
16-03-20,QLD,7,0,0,7,0,0,0,0
16-03-20,SA,9,0,0,1,0,0,0,0
16-03-20,TAS,1,0,0,1,0,0,0,0
16-03-20,VIC,14,0,11700,14,0,0,0,0
16-03-20,WA,10,0,0,0,0,0,0,0
17-03-20,ACT,0,0,0,0,0,0,0,0
17-03-20,NSW,39,0,3280,39,0,0,0,0
17-03-20,NT,0,0,0,0,0,0,0,0
17-03-20,QLD,10,0,0,10,0,0,0,0
17-03-20,SA,3,0,0,9,0,0,0,0
17-03-20,TAS,0,0,0,0,0,0,0,0
17-03-20,VIC,23,0,2500,23,0,0,0,0
17-03-20,WA,3,0,0,0,0,0,0,0
18-03-20,ACT,1,0,0,1,0,0,0,0
18-03-20,NSW,57,1,5556,57,0,0,0,0
18-03-20,NT,0,0,0,0,0,0,0,0
18-03-20,QLD,16,0,0,16,0,0,0,0
18-03-20,SA,5,0,0,3,0,0,0,0
18-03-20,TAS,3,0,0,3,0,0,0,0
18-03-20,VIC,27,0,1000,27,0,0,0,0
18-03-20,WA,4,0,0,0,0,0,0,0
19-03-20,ACT,1,0,0,1,0,0,0,0
19-03-20,NSW,40,0,3289,40,0,0,0,0
19-03-20,NT,0,0,0,0,0,0,0,0
19-03-20,QLD,50,0,27064,50,0,0,0,0
19-03-20,SA,5,0,0,5,0,0,0,0
19-03-20,TAS,0,0,0,0,0,0,0,0
19-03-20,VIC,29,0,1980,29,28,0,0,0
19-03-20,WA,17,0,0,0,0,0,0,0
20-03-20,ACT,2,0,2218,2,0,0,0,0
20-03-20,NSW,46,1,1562,46,0,0,0,0
20-03-20,NT,2,0,0,2,0,0,0,0
20-03-20,QLD,40,0,1322,40,0,0,0,0
20-03-20,SA,8,0,0,5,0,0,0,0
20-03-20,TAS,0,0,807,0,0,0,0,0
20-03-20,VIC,28,0,2157,28,11,0,0,0
20-03-20,WA,12,0,0,0,0,0,0,0
21-03-20,ACT,3,0,0,3,0,0,0,0
21-03-20,NSW,83,0,6241,83,0,0,0,0
21-03-20,NT,2,0,0,2,0,0,0,0
21-03-20,QLD,37,0,1481,37,0,0,0,0
21-03-20,SA,17,0,0,8,0,0,0,0
21-03-20,TAS,6,0,0,6,0,0,0,0
21-03-20,VIC,51,0,1163,51,12,0,0,0
21-03-20,WA,26,0,0,0,0,0,0,0
22-03-20,ACT,10,0,196,10,0,0,0,0
22-03-20,NSW,97,0,5771,97,0,0,0,0
22-03-20,NT,0,0,0,0,0,0,0,0
22-03-20,QLD,38,0,1442,38,0,0,0,0
22-03-20,SA,33,0,0,17,0,0,0,0
22-03-20,TAS,5,0,-807,5,0,0,0,0
22-03-20,VIC,67,0,2400,67,19,0,0,0
22-03-20,WA,30,0,0,0,0,0,0,0
23-03-20,ACT,13,0,194,13,0,0,0,0
23-03-20,NSW,136,0,4278,136,0,0,0,0
23-03-20,NT,0,0,0,0,0,0,0,0
23-03-20,QLD,60,0,1085,60,0,0,0,0
23-03-20,SA,34,0,0,33,0,0,0,0
23-03-20,TAS,6,0,0,6,0,0,0,0
23-03-20,VIC,59,0,800,59,27,0,0,0
23-03-20,WA,20,0,0,0,0,0,0,0
24-03-20,ACT,7,0,211,7,0,0,0,0
24-03-20,NSW,149,1,4907,149,0,0,0,0
24-03-20,NT,1,0,0,1,0,0,0,0
24-03-20,QLD,78,0,0,78,0,0,0,0
24-03-20,SA,36,0,0,34,0,0,0,0
24-03-20,TAS,8,0,1139,8,0,0,0,0
24-03-20,VIC,56,0,1300,56,16,0,0,0
24-03-20,WA,35,0,0,0,0,0,0,0
25-03-20,ACT,5,0,189,5,0,0,0,0
25-03-20,NSW,211,0,6329,211,0,0,0,0
25-03-20,NT,0,0,0,0,1,0,0,0
25-03-20,QLD,46,1,6466,46,0,0,0,0
25-03-20,SA,27,0,19269,36,0,0,0,0
25-03-20,TAS,6,0,133,6,0,0,0,0
25-03-20,VIC,55,0,500,55,15,0,0,0
25-03-20,WA,30,0,0,0,0,0,0,0
26-03-20,ACT,9,0,264,9,1,0,0,0
26-03-20,NSW,190,0,5829,190,0,0,0,0
26-03-20,NT,7,0,0,7,0,0,0,0
26-03-20,QLD,50,0,0,50,0,0,0,0
26-03-20,SA,38,0,1407,27,0,0,0,0
26-03-20,TAS,5,0,0,5,0,0,0,0
26-03-20,VIC,54,3,1400,54,21,0,0,0
26-03-20,WA,26,1,11519,231,0,0,0,0
27-03-20,ACT,9,0,488,9,1,0,0,0
27-03-20,NSW,186,0,3683,186,0,0,0,0
27-03-20,NT,2,0,0,2,1,0,0,0
27-03-20,QLD,62,0,4105,62,0,0,0,0
27-03-20,SA,22,0,2824,38,0,0,0,0
27-03-20,TAS,12,0,507,12,0,0,0,0
27-03-20,VIC,54,0,4100,54,23,0,0,0
27-03-20,WA,24,0,572,24,28,0,0,0
28-03-20,ACT,9,0,299,9,0,0,0,0
28-03-20,NSW,212,1,8835,212,0,0,0,0
28-03-20,NT,1,0,0,1,0,0,0,0
28-03-20,QLD,70,0,0,70,0,0,0,0
28-03-20,SA,30,0,1237,22,0,0,0,0
28-03-20,TAS,4,0,0,4,0,0,0,0
28-03-20,VIC,111,0,4000,111,19,0,0,0
28-03-20,WA,23,0,880,23,0,0,0,0
29-03-20,ACT,6,0,248,6,0,0,0,0
29-03-20,NSW,174,0,6575,174,0,0,0,0
29-03-20,NT,0,0,1000,0,0,0,0,0
29-03-20,QLD,31,1,2034,31,0,0,0,0
29-03-20,SA,12,0,945,30,0,0,0,0
29-03-20,TAS,4,0,0,4,0,0,0,0
29-03-20,VIC,84,1,4000,84,2,0,0,0
29-03-20,WA,33,0,677,33,0,0,0,0
30-03-20,ACT,1,1,0,1,-2,0,0,0
30-03-20,NSW,127,0,3347,127,0,0,0,0
30-03-20,NT,0,0,0,0,0,0,0,0
30-03-20,QLD,33,0,2026,33,0,0,0,0
30-03-20,SA,6,0,520,12,0,0,0,0
30-03-20,TAS,3,1,-1779,3,0,0,0,0
30-03-20,VIC,52,0,3000,52,55,0,0,0
30-03-20,WA,44,0,540,44,13,0,0,0
31-03-20,ACT,2,0,136,2,3,0,0,0
31-03-20,NSW,114,0,3505,114,0,0,0,0
31-03-20,NT,4,0,1100,4,1,0,0,0
31-03-20,QLD,54,0,2357,54,0,0,0,0
31-03-20,SA,32,0,1142,6,0,0,0,0
31-03-20,TAS,0,1,0,0,0,0,0,0
31-03-20,VIC,96,0,3000,96,43,32,6,0
31-03-20,WA,9,0,516,9,7,0,0,0
01-04-20,ACT,4,0,415,4,5,8,2,2
01-04-20,NSW,150,2,5592,150,0,218,42,23
01-04-20,NT,0,0,31,0,0,16,1,1
01-04-20,QLD,38,0,1471,38,0,66,9,7
01-04-20,SA,30,0,1484,32,0,23,8,0
